Specimen label,"Steel ME354"
End date,"Monday, October 14, 2019"
Thickness,"6.20000",mm
Width,"12.30000",mm
Final length,"78.43000",mm
Axial gauge length,"25.40000",mm
Transverse gauge length,"12.05000",mm
Crosshead Rate,"5.00",mm/min

Time,Extension,Load,Axial Strain,Transverse Strain
(s),(mm),(N),(mm/mm),(mm/mm)
"108.500","9.042","36195.54","0.10080","0.04673"
"108.600","9.050","36198.34","0.10093","0.04679"
"108.700","9.059","36201.44","0.10106","0.04685"
"108.800","9.067","36202.53","0.10118","0.04690"
"108.900","9.075","36202.93","0.10132","0.04696"
"109.000","9.084","36205.70","0.10144","0.04702"
"109.100","9.092","36206.68","0.10157","0.04707"
"109.200","9.100","36208.17","0.10169","0.04713"
"109.300","9.109","36209.05","0.10182","0.04718"
"109.400","9.117","36208.80","0.10195","0.04724"
"109.500","9.125","36209.46","0.10207","0.04730"
"109.600","9.134","36212.62","0.10220","0.04735"
"109.700","9.142","36216.32","0.10233","0.04741"
"109.800","9.150","36217.99","0.10246","0.04746"
"109.900","9.159","36216.82","0.10258","0.04752"
"110.000","9.167","36217.88","0.10271","0.04758"
"110.100","9.175","36216.79","0.10284","0.04763"
"110.200","9.184","36219.42","0.10297","0.04769"
"110.300","9.192","36225.92","0.10309","0.04774"
"110.400","9.200","36226.73","0.10322","0.04780"
"110.500","9.209","36226.85","0.10335","0.04785"
"110.600","9.217","36231.77","0.10348","0.04791"
"110.700","9.225","36233.19","0.10360","0.04796"
"110.800","9.234","36238.56","0.10373","0.04802"
"110.900","9.242","36242.76","0.10386","0.04807"
"111.000","9.250","36247.26","0.10398","0.04813"
"111.100","9.259","36241.29","0.10411","0.04818"
"111.200","9.267","36253.68","0.10424","0.04824"
"111.300","9.275","36261.90","0.10437","0.04829"
"111.400","9.284","36269.65","0.10450","0.04835"
"111.500","9.292","36260.98","0.10462","0.04840"
"111.600","9.300","36276.85","0.10475","0.04846"
"111.700","9.309","36288.48","0.10488","0.04852"
"111.800","9.317","36285.66","0.10501","0.04857"
"111.900","9.325","36293.33","0.10513","0.04863"
"112.000","9.334","36310.23","0.10526","0.04868"
"112.100","9.342","36312.06","0.10540","0.04874"
"112.200","9.350","36315.96","0.10552","0.04879"
"112.300","9.358","36313.22","0.10565","0.04885"
"112.400","9.367","36333.64","0.10578","0.04890"
"112.500","9.375","36332.15","0.10591","0.04896"
"112.600","9.384","36325.74","0.10604","0.04902"
"112.700","9.392","36340.16","0.10617","0.04907"
"112.800","9.400","36344.00","0.10630","0.04913"
"112.900","9.409","36353.66","0.10643","0.04919"
"113.000","9.417","36363.63","0.10656","0.04924"
"113.100","9.425","36356.92","0.10669","0.04930"
"113.200","9.433","36362.39","0.10681","0.04935"
"113.300","9.442","36369.21","0.10694","0.04941"
"113.400","9.450","36370.21","0.10708","0.04947"
"113.500","9.459","36372.65","0.10720","0.04952"
"113.600","9.467","36374.38","0.10734","0.04958"
"113.700","9.475","36387.54","0.10747","0.04964"
"113.800","9.484","36381.08","0.10760","0.04969"
"113.900","9.492","36386.89","0.10773","0.04975"
"114.000","9.500","36397.68","0.10786","0.04980"
"114.100","9.509","36398.57","0.10800","0.04986"
"114.200","9.517","36402.31","0.10814","0.04992"
"114.300","9.525","36402.07","0.10827","0.04998"
"114.400","9.534","36405.11","0.10841","0.05003"
"114.500","9.542","36410.33","0.10855","0.05009"
"114.600","9.550","36412.90","0.10869","0.05014"
"114.700","9.559","36415.34","0.10883","0.05020"
"114.800","9.567","36420.57","0.10896","0.05026"
"114.900","9.575","36422.14","0.10911","0.05031"
"115.000","9.583","36428.15","0.10925","0.05037"
"115.100","9.592","36432.29","0.10938","0.05043"
"115.200","9.600","36433.79","0.10952","0.05048"
"115.300","9.609","36442.61","0.10966","0.05054"
"115.400","9.617","36441.82","0.10979","0.05060"
"115.500","9.625","36442.79","0.10993","0.05065"
"115.600","9.634","36446.57","0.11006","0.05071"
"115.700","9.642","36446.36","0.11020","0.05076"
"115.800","9.650","36458.16","0.11033","0.05082"
"115.900","9.659","36460.98","0.11047","0.05088"
"116.000","9.667","36457.28","0.11060","0.05093"
"116.100","9.675","36476.39","0.11072","0.05099"
"116.200","9.684","36477.45","0.11086","0.05104"
"116.300","9.692","36478.18","0.11099","0.05110"
"116.400","9.700","36478.88","0.11113","0.05116"
"116.500","9.709","36479.66","0.11126","0.05122"
"116.600","9.717","36489.17","0.11139","0.05128"
"116.700","9.725","36492.53","0.11153","0.05133"
"116.800","9.734","36495.62","0.11166","0.05139"
"116.900","9.742","36503.09","0.11180","0.05144"
"117.000","9.750","36511.30","0.11193","0.05150"
"117.100","9.759","36501.26","0.11206","0.05156"
"117.200","9.767","36508.98","0.11220","0.05161"
"117.300","9.775","36520.84","0.11233","0.05167"
"117.400","9.784","36519.96","0.11246","0.05173"
"117.500","9.792","36519.32","0.11260","0.05179"
"117.600","9.800","36517.51","0.11273","0.05184"
"117.700","9.809","36521.90","0.11286","0.05190"
"117.800","9.817","36527.71","0.11299","0.05196"
"117.900","9.825","36529.30","0.11314","0.05202"
"118.000","9.834","36526.86","0.11327","0.05207"
"118.100","9.842","36531.73","0.11341","0.05213"
"118.200","9.850","36541.28","0.11354","0.05219"
"118.300","9.859","36544.31","0.11367","0.05224"
"118.400","9.867","36543.88","0.11381","0.05230"
"118.500","9.875","36545.37","0.11394","0.05236"
"118.600","9.884","36542.77","0.11407","0.05241"
"118.700","9.892","36546.23","0.11421","0.05247"
"118.800","9.900","36548.70","0.11434","0.05253"
"118.900","9.909","36552.96","0.11447","0.05258"
"119.000","9.917","36556.19","0.11461","0.05263"
"119.100","9.925","36554.39","0.11474","0.05269"
"119.200","9.934","36559.76","0.11487","0.05274"
"119.300","9.942","36565.37","0.11500","0.05280"
"119.400","9.950","36572.54","0.11514","0.05286"
"119.500","9.958","36572.29","0.11527","0.05291"
"119.600","9.967","36575.00","0.11541","0.05297"
"119.700","9.975","36575.59","0.11554","0.05302"
"119.800","9.983","36576.47","0.11567","0.05308"
"119.900","9.992","36580.61","0.11580","0.05313"
"120.000","10.000","36594.75","0.11594","0.05319"
"120.100","10.009","36587.91","0.11607","0.05325"
"120.200","10.017","36586.79","0.11620","0.05330"
"120.300","10.025","36609.47","0.11633","0.05336"
"120.400","10.033","36603.89","0.11647","0.05342"
"120.500","10.042","36616.70","0.11661","0.05347"
"120.600","10.050","36614.73","0.11674","0.05353"
"120.700","10.059","36610.57","0.11687","0.05359"
"120.800","10.067","36621.02","0.11701","0.05365"
"120.900","10.075","36614.64","0.11714","0.05370"
"121.000","10.084","36624.91","0.11727","0.05376"
"121.100","10.092","36626.19","0.11741","0.05381"
"121.200","10.100","36627.92","0.11754","0.05387"
"121.300","10.109","36645.74","0.11767","0.05393"
"121.400","10.117","36639.83","0.11781","0.05399"
"121.500","10.125","36638.85","0.11794","0.05404"
"121.600","10.134","36650.50","0.11807","0.05410"
"121.700","10.142","36658.11","0.11820","0.05415"
"121.800","10.150","36659.43","0.11834","0.05421"
"121.900","10.158","36656.29","0.11847","0.05426"
"122.000","10.167","36664.53","0.11861","0.05432"
"122.100","10.175","36670.45","0.11874","0.05438"
"122.200","10.184","36678.50","0.11887","0.05443"
"122.300","10.192","36673.32","0.11901","0.05449"
"122.400","10.200","36679.54","0.11914","0.05454"
"122.500","10.208","36683.23","0.11927","0.05460"
"122.600","10.217","36692.30","0.11941","0.05465"
"122.700","10.225","36691.22","0.11955","0.05471"
"122.800","10.234","36691.62","0.11968","0.05477"
"122.900","10.242","36700.18","0.11982","0.05482"
"123.000","10.250","36696.90","0.11995","0.05488"
"123.100","10.259","36698.24","0.12008","0.05494"
"123.200","10.267","36698.64","0.12021","0.05499"
"123.300","10.275","36704.19","0.12035","0.05505"
"123.400","10.284","36705.45","0.12049","0.05511"
"123.500","10.292","36704.95","0.12062","0.05516"
"123.600","10.300","36711.21","0.12075","0.05522"
"123.700","10.309","36709.33","0.12089","0.05528"
"123.800","10.317","36710.12","0.12102","0.05533"
"123.900","10.325","36710.36","0.12115","0.05539"
"124.000","10.334","36713.30","0.12129","0.05545"
"124.100","10.342","36709.33","0.12142","0.05550"
"124.200","10.350","36716.19","0.12156","0.05556"
"124.300","10.359","36714.67","0.12170","0.05562"
"124.400","10.367","36715.14","0.12183","0.05567"
"124.500","10.375","36719.62","0.12197","0.05573"
"124.600","10.384","36715.24","0.12210","0.05579"
"124.700","10.392","36717.48","0.12223","0.05584"
"124.800","10.400","36721.30","0.12237","0.05590"
"124.900","10.409","36719.91","0.12250","0.05596"
"125.000","10.417","36721.67","0.12264","0.05601"
"125.100","10.425","36722.93","0.12278","0.05607"
"125.200","10.434","36723.13","0.12291","0.05612"
"125.300","10.442","36723.04","0.12304","0.05618"
"125.400","10.450","36723.54","0.12318","0.05624"
"125.500","10.459","36727.12","0.12332","0.05629"
"125.600","10.467","36727.41","0.12345","0.05635"
"125.700","10.475","36729.53","0.12359","0.05640"
"125.800","10.483","36728.09","0.12373","0.05646"
"125.900","10.492","36728.29","0.12386","0.05652"
"126.000","10.500","36730.86","0.12400","0.05658"
"126.100","10.509","36731.92","0.12414","0.05663"
"126.200","10.517","36728.66","0.12427","0.05669"
"126.300","10.525","36730.29","0.12441","0.05674"
"126.400","10.534","36734.53","0.12454","0.05680"
"126.500","10.542","36731.64","0.12467","0.05686"
"126.600","10.550","36735.02","0.12481","0.05691"
"126.700","10.559","36734.84","0.12494","0.05697"
"126.800","10.567","36737.23","0.12508","0.05702"
"126.900","10.575","36737.29","0.12521","0.05708"
"127.000","10.584","36737.67","0.12535","0.05714"
"127.100","10.592","36738.93","0.12548","0.05720"
"127.200","10.600","36739.50","0.12562","0.05725"
"127.300","10.609","36741.14","0.12576","0.05731"
"127.400","10.617","36736.53","0.12589","0.05737"
"127.500","10.625","36741.87","0.12602","0.05743"
"127.600","10.634","36745.63","0.12616","0.05749"
"127.700","10.642","36742.39","0.12629","0.05755"
"127.800","10.650","36746.62","0.12643","0.05761"
"127.900","10.659","36744.25","0.12657","0.05767"
"128.000","10.667","36745.70","0.12670","0.05773"
"128.100","10.675","36749.46","0.12685","0.05779"
"128.200","10.684","36747.92","0.12698","0.05785"
"128.300","10.692","36746.58","0.12711","0.05791"
"128.400","10.700","36753.21","0.12724","0.05797"
"128.500","10.709","36754.89","0.12738","0.05803"
"128.600","10.717","36755.63","0.12752","0.05808"
"128.700","10.725","36750.84","0.12766","0.05814"
"128.800","10.734","36749.37","0.12779","0.05820"
"128.900","10.742","36753.78","0.12793","0.05825"
"129.000","10.750","36751.13","0.12806","0.05831"
"129.100","10.759","36754.38","0.12821","0.05836"
"129.200","10.767","36758.73","0.12834","0.05842"
"129.300","10.775","36753.57","0.12848","0.05848"
"129.400","10.784","36756.70","0.12862","0.05853"
"129.500","10.792","36758.55","0.12875","0.05859"
"129.600","10.800","36758.58","0.12889","0.05865"
"129.700","10.809","36760.73","0.12902","0.05870"
"129.800","10.817","36760.56","0.12916","0.05876"
"129.900","10.825","36759.02","0.12930","0.05882"
"130.000","10.834","36761.64","0.12944","0.05887"
"130.100","10.842","36761.70","0.12957","0.05893"
"130.200","10.850","36764.45","0.12971","0.05899"
"130.300","10.859","36762.07","0.12985","0.05905"
"130.400","10.867","36759.91","0.12999","0.05911"
"130.500","10.875","36762.82","0.13013","0.05917"
"130.600","10.884","36765.44","0.13026","0.05922"
"130.700","10.892","36766.47","0.13040","0.05928"
"130.800","10.900","36766.60","0.13054","0.05933"
"130.900","10.909","36765.52","0.13068","0.05939"
"131.000","10.917","36765.42","0.13082","0.05945"
"131.100","10.925","36764.55","0.13096","0.05950"
"131.200","10.933","36766.27","0.13109","0.05956"
"131.300","10.942","36769.46","0.13123","0.05961"
"131.400","10.950","36767.28","0.13137","0.05967"
"131.500","10.959","36765.02","0.13151","0.05973"
"131.600","10.967","36767.56","0.13165","0.05978"
"131.700","10.975","36767.30","0.13178","0.05984"
"131.800","10.984","36768.16","0.13192","0.05990"
"131.900","10.992","36766.35","0.13206","0.05996"
"132.000","11.000","36769.64","0.13220","0.06001"
"132.100","11.009","36769.20","0.13233","0.06007"
"132.200","11.017","36771.15","0.13247","0.06012"
"132.300","11.025","36770.22","0.13261","0.06018"
"132.400","11.034","36772.48","0.13275","0.06024"
"132.500","11.042","36773.72","0.13289","0.06030"
"132.600","11.050","36771.29","0.13302","0.06035"
"132.700","11.058","36771.12","0.13317","0.06041"
"132.800","11.067","36772.81","0.13330","0.06046"
"132.900","11.075","36772.86","0.13344","0.06052"
"133.000","11.084","36773.12","0.13358","0.06058"
"133.100","11.092","36775.71","0.13372","0.06063"
"133.200","11.100","36773.41","0.13386","0.06069"
"133.300","11.109","36776.01","0.13400","0.06075"
"133.400","11.117","36775.28","0.13414","0.06081"
"133.500","11.125","36775.92","0.13428","0.06086"
"133.600","11.134","36780.78","0.13442","0.06092"
"133.700","11.142","36778.17","0.13456","0.06098"
"133.800","11.150","36777.48","0.13470","0.06103"
"133.900","11.159","36781.58","0.13484","0.06109"
"134.000","11.167","36779.85","0.13498","0.06115"
"134.100","11.175","36777.73","0.13512","0.06121"
"134.200","11.184","36779.52","0.13525","0.06126"
"134.300","11.192","36778.57","0.13539","0.06132"
"134.400","11.200","36785.58","0.13554","0.06138"
"134.500","11.209","36783.75","0.13568","0.06144"
"134.600","11.217","36784.30","0.13582","0.06150"
"134.700","11.225","36786.51","0.13596","0.06156"
"134.800","11.233","36793.04","0.13609","0.06161"
"134.900","11.242","36784.74","0.13623","0.06167"
"135.000","11.250","36790.68","0.13638","0.06173"
"135.100","11.259","36794.21","0.13652","0.06179"
"135.200","11.267","36789.56","0.13666","0.06184"
"135.300","11.275","36796.99","0.13680","0.06191"
"135.400","11.284","36791.87","0.13694","0.06196"
"135.500","11.292","36801.91","0.13708","0.06202"
"135.600","11.300","36808.66","0.13722","0.06208"
"135.700","11.309","36803.92","0.13736","0.06214"
"135.800","11.317","36806.13","0.13750","0.06220"
"135.900","11.325","36800.00","0.13765","0.06226"
"136.000","11.334","36801.75","0.13778","0.06232"
"136.100","11.342","36815.41","0.13793","0.06237"
"136.200","11.350","36809.88","0.13807","0.06244"
"136.300","11.359","36806.96","0.13821","0.06249"
"136.400","11.367","36814.16","0.13835","0.06255"
"136.500","11.375","36818.17","0.13849","0.06261"
"136.600","11.384","36812.84","0.13863","0.06267"
"136.700","11.392","36818.72","0.13877","0.06273"
"136.800","11.400","36827.94","0.13891","0.06278"
"136.900","11.409","36818.76","0.13905","0.06284"
"137.000","11.417","36821.25","0.13920","0.06290"
"137.100","11.425","36821.77","0.13933","0.06296"
"137.200","11.434","36822.14","0.13948","0.06302"
"137.300","11.442","36822.36","0.13962","0.06307"
"137.400","11.450","36830.89","0.13976","0.06313"
"137.500","11.459","36838.55","0.13990","0.06319"
"137.600","11.467","36822.77","0.14004","0.06325"
"137.700","11.475","36838.73","0.14018","0.06330"
"137.800","11.484","36844.09","0.14032","0.06336"
"137.900","11.492","36841.31","0.14047","0.06342"
"138.000","11.500","36834.09","0.14062","0.06348"
"138.100","11.509","36839.48","0.14076","0.06354"
"138.200","11.517","36839.18","0.14090","0.06360"
"138.300","11.525","36844.43","0.14104","0.06366"
"138.400","11.534","36845.66","0.14118","0.06371"
"138.500","11.542","36852.78","0.14133","0.06377"
"138.600","11.550","36849.00","0.14147","0.06383"
"138.700","11.559","36851.45","0.14161","0.06389"
"138.800","11.567","36853.88","0.14175","0.06395"
"138.900","11.575","36856.43","0.14190","0.06401"
"139.000","11.584","36856.84","0.14204","0.06407"
"139.100","11.592","36852.11","0.14218","0.06413"
"139.200","11.600","36854.45","0.14232","0.06419"
"139.300","11.609","36861.04","0.14246","0.06424"
"139.400","11.617","36854.45","0.14261","0.06430"
"139.500","11.625","36861.66","0.14275","0.06436"
"139.600","11.634","36863.06","0.14289","0.06442"
"139.700","11.642","36860.83","0.14303","0.06448"
"139.800","11.650","36862.04","0.14317","0.06454"
"139.900","11.658","36870.71","0.14331","0.06460"
"140.000","11.667","36871.46","0.14346","0.06466"
"140.100","11.675","36867.05","0.14360","0.06472"
"140.200","11.683","36867.25","0.14374","0.06478"
"140.300","11.692","36870.15","0.14389","0.06484"
"140.400","11.700","36876.16","0.14403","0.06490"
"140.500","11.709","36875.52","0.14417","0.06495"
"140.600","11.717","36873.07","0.14432","0.06501"
"140.700","11.725","36879.23","0.14446","0.06507"
"140.800","11.733","36878.29","0.14460","0.06513"
"140.900","11.742","36882.31","0.14475","0.06519"
"141.000","11.750","36884.18","0.14489","0.06525"
"141.100","11.759","36883.23","0.14504","0.06531"
"141.200","11.767","36879.28","0.14518","0.06536"
"141.300","11.775","36878.34","0.14532","0.06542"
"141.400","11.784","36881.47","0.14546","0.06548"
"141.500","11.792","36883.42","0.14561","0.06554"
"141.600","11.800","36886.44","0.14575","0.06559"
"141.700","11.809","36884.91","0.14590","0.06565"
"141.800","11.817","36883.42","0.14604","0.06571"
"141.900","11.825","36887.79","0.14619","0.06577"
"142.000","11.834","36899.33","0.14633","0.06582"
"142.100","11.842","36891.92","0.14647","0.06588"
"142.200","11.850","36889.23","0.14662","0.06594"
"142.300","11.858","36889.02","0.14676","0.06599"
"142.400","11.867","36896.19","0.14691","0.06605"
"142.500","11.875","36892.56","0.14705","0.06611"
"142.600","11.884","36890.32","0.14720","0.06617"
"142.700","11.892","36895.77","0.14734","0.06623"
"142.800","11.900","36893.80","0.14748","0.06628"
"142.900","11.909","36894.48","0.14763","0.06635"
"143.000","11.917","36900.57","0.14778","0.06640"
"143.100","11.925","36895.52","0.14792","0.06646"
"143.200","11.934","36900.46","0.14806","0.06652"
"143.300","11.942","36901.06","0.14821","0.06658"
"143.400","11.950","36903.77","0.14835","0.06664"
"143.500","11.959","36899.00","0.14849","0.06668"
"143.600","11.967","36901.57","0.14865","0.06674"
"143.700","11.975","36907.43","0.14879","0.06680"
"143.800","11.984","36906.64","0.14893","0.06686"
"143.900","11.992","36908.54","0.14908","0.06693"
"144.000","12.000","36909.21","0.14922","0.06699"
"144.100","12.009","36915.21","0.14936","0.06705"
"144.200","12.017","36910.61","0.14951","0.06712"
"144.300","12.025","36909.50","0.14965","0.06718"
"144.400","12.034","36910.59","0.14979","0.06725"
"144.500","12.042","36910.99","0.14994","0.06731"
"144.600","12.050","36916.95","0.15008","0.06737"
"144.700","12.059","36910.39","0.15023","0.06743"
"144.800","12.067","36918.75","0.15038","0.06749"
"144.900","12.075","36915.56","0.15052","0.06756"
"145.000","12.084","36916.93","0.15066","0.06762"
"145.100","12.092","36915.20","0.15081","0.06768"
"145.200","12.100","36918.73","0.15096","0.06774"
"145.300","12.109","36927.50","0.15110","0.06780"
"145.400","12.117","36928.61","0.15125","0.06786"
"145.500","12.125","36922.08","0.15139","0.06792"
"145.600","12.134","36922.02","0.15154","0.06798"
"145.700","12.142","36936.47","0.15169","0.06804"
"145.800","12.150","36931.73","0.15183","0.06810"
"145.900","12.158","36926.22","0.15198","0.06816"
"146.000","12.167","36940.00","0.15213","0.06822"
"146.100","12.175","36939.88","0.15228","0.06828"
"146.200","12.183","36938.39","0.15242","0.06834"
"146.300","12.192","36935.40","0.15257","0.06840"
"146.400","12.200","36933.82","0.15272","0.06846"
"146.500","12.209","36943.68","0.15287","0.06852"
"146.600","12.217","36937.25","0.15302","0.06858"
"146.700","12.225","36929.50","0.15317","0.06864"
"146.800","12.234","36938.05","0.15330","0.06869"
"146.900","12.242","36945.43","0.15345","0.06875"
"147.000","12.250","36941.31","0.15360","0.06881"
"147.100","12.259","36942.96","0.15375","0.06887"
"147.200","12.267","36943.45","0.15389","0.06893"
"147.300","12.275","36942.64","0.15404","0.06899"
"147.400","12.284","36945.69","0.15419","0.06904"
"147.500","12.292","36950.21","0.15434","0.06910"
"147.600","12.300","36951.61","0.15449","0.06916"
"147.700","12.309","36947.23","0.15464","0.06922"
"147.800","12.317","36937.57","0.15478","0.06928"
"147.900","12.325","36945.45","0.15493","0.06934"
"148.000","12.334","36958.81","0.15508","0.06939"
"148.100","12.342","36953.93","0.15523","0.06945"
"148.200","12.350","36953.25","0.15537","0.06951"
"148.300","12.358","36951.41","0.15552","0.06957"
"148.400","12.367","36955.81","0.15567","0.06963"
"148.500","12.375","36956.60","0.15582","0.06969"
"148.600","12.384","36958.10","0.15597","0.06975"
"148.700","12.392","36968.12","0.15612","0.06981"
"148.800","12.400","36954.32","0.15627","0.06987"
"148.900","12.408","36956.10","0.15641","0.06992"
"149.000","12.417","36968.91","0.15656","0.06998"
"149.100","12.425","36966.46","0.15671","0.07004"
"149.200","12.434","36975.17","0.15686","0.07010"
"149.300","12.442","36966.92","0.15701","0.07016"
"149.400","12.450","36960.57","0.15716","0.07022"
"149.500","12.459","36966.52","0.15731","0.07028"
"149.600","12.467","36969.29","0.15746","0.07035"
"149.700","12.475","36968.20","0.15761","0.07040"
"149.800","12.484","36963.86","0.15776","0.07047"
"149.900","12.492","36960.80","0.15790","0.07052"
"150.000","12.500","36974.35","0.15805","0.07058"
"150.100","12.509","36973.81","0.15820","0.07064"
"150.200","12.517","36971.50","0.15835","0.07071"
"150.300","12.525","36977.29","0.15850","0.07076"
"150.400","12.534","36973.10","0.15865","0.07082"
"150.500","12.542","36975.87","0.15880","0.07089"
"150.600","12.550","36978.19","0.15895","0.07095"
"150.700","12.559","36980.39","0.15910","0.07101"
"150.800","12.567","36975.16","0.15925","0.07107"
"150.900","12.575","36979.57","0.15940","0.07113"
"151.000","12.584","36978.96","0.15955","0.07119"
"151.100","12.592","36980.49","0.15970","0.07125"
"151.200","12.600","36988.37","0.15985","0.07131"
"151.300","12.609","36991.18","0.16000","0.07138"
"151.400","12.617","36982.05","0.16015","0.07144"
"151.500","12.625","36980.20","0.16030","0.07150"
"151.600","12.633","36983.93","0.16046","0.07156"
"151.700","12.642","36989.48","0.16061","0.07163"
"151.800","12.650","36989.64","0.16076","0.07169"
"151.900","12.659","36986.05","0.16091","0.07175"
"152.000","12.667","36985.02","0.16106","0.07181"
"152.100","12.675","36984.52","0.16121","0.07188"
"152.200","12.684","36984.73","0.16136","0.07194"
"152.300","12.692","36997.00","0.16151","0.07200"
"152.400","12.700","36990.43","0.16166","0.07207"
"152.500","12.709","36987.27","0.16181","0.07213"
"152.600","12.717","36991.12","0.16196","0.07219"
"152.700","12.725","36993.16","0.16211","0.07225"
"152.800","12.733","36992.86","0.16227","0.07232"
"152.900","12.742","36998.66","0.16242","0.07238"
"153.000","12.750","36982.71","0.16257","0.07244"
"153.100","12.758","36985.01","0.16272","0.07251"
"153.200","12.767","36994.09","0.16287","0.07257"
"153.300","12.775","36997.48","0.16302","0.07263"
"153.400","12.783","36996.02","0.16317","0.07269"
"153.500","12.792","37002.25","0.16332","0.07275"
"153.600","12.800","36996.16","0.16348","0.07281"
"153.700","12.808","36998.32","0.16363","0.07288"
"153.800","12.817","37002.82","0.16379","0.07294"
"153.900","12.825","36999.02","0.16394","0.07300"
"154.000","12.834","36997.41","0.16409","0.07306"
"154.100","12.842","36997.22","0.16424","0.07312"
"154.200","12.850","36996.45","0.16439","0.07318"
"154.300","12.859","37002.44","0.16455","0.07324"
"154.400","12.867","37006.10","0.16470","0.07329"
"154.500","12.875","37000.32","0.16485","0.07335"
"154.600","12.884","36999.00","0.16500","0.07341"
"154.700","12.892","37003.32","0.16516","0.07347"
"154.800","12.900","37010.45","0.16532","0.07353"
"154.900","12.908","37001.54","0.16547","0.07359"
"155.000","12.917","37005.36","0.16562","0.07365"
"155.100","12.925","37003.11","0.16577","0.07371"
"155.200","12.934","37003.35","0.16592","0.07377"
"155.300","12.942","37003.79","0.16608","0.07383"
"155.400","12.950","37002.61","0.16623","0.07389"
"155.500","12.959","37006.47","0.16639","0.07395"
"155.600","12.967","37006.13","0.16654","0.07400"
"155.700","12.975","37005.94","0.16670","0.07406"
"155.800","12.983","37000.92","0.16685","0.07412"
"155.900","12.992","37009.92","0.16700","0.07418"
"156.000","13.000","37012.15","0.16716","0.07425"
"156.100","13.009","37004.91","0.16731","0.07431"
"156.200","13.017","37005.52","0.16746","0.07437"
"156.300","13.025","37007.46","0.16761","0.07443"
"156.400","13.034","37008.06","0.16777","0.07449"
"156.500","13.042","37009.26","0.16793","0.07455"
"156.600","13.050","37010.80","0.16808","0.07461"
"156.700","13.059","37012.11","0.16824","0.07468"
"156.800","13.067","37012.15","0.16840","0.07474"
"156.900","13.075","37005.90","0.16855","0.07481"
"157.000","13.084","37008.67","0.16869","0.07488"
"157.100","13.092","37018.13","0.16885","0.07494"
"157.200","13.100","37011.85","0.16901","0.07500"
"157.300","13.109","37014.20","0.16916","0.07507"
"157.400","13.117","37010.48","0.16932","0.07514"
"157.500","13.125","37008.44","0.16947","0.07521"
"157.600","13.134","37016.01","0.16962","0.07528"
"157.700","13.142","37009.82","0.16978","0.07534"
"157.800","13.150","37012.41","0.16993","0.07541"
"157.900","13.159","37013.66","0.17009","0.07547"
"158.000","13.167","37007.10","0.17025","0.07554"
"158.100","13.175","37009.73","0.17040","0.07560"
"158.200","13.184","37012.38","0.17055","0.07566"
"158.300","13.192","37011.07","0.17071","0.07573"
"158.400","13.200","37007.32","0.17086","0.07579"
"158.500","13.209","37009.94","0.17102","0.07586"
"158.600","13.217","37009.52","0.17118","0.07592"
"158.700","13.225","37012.53","0.17134","0.07598"
"158.800","13.234","37017.82","0.17149","0.07605"
"158.900","13.242","37018.89","0.17165","0.07611"
"159.000","13.250","37013.50","0.17180","0.07617"
"159.100","13.258","37013.13","0.17196","0.07624"
"159.200","13.267","37018.07","0.17212","0.07630"
"159.300","13.275","37014.46","0.17228","0.07636"
"159.400","13.284","37012.16","0.17243","0.07643"
"159.500","13.292","37014.50","0.17259","0.07649"
"159.600","13.300","37011.67","0.17275","0.07655"
"159.700","13.309","37016.38","0.17291","0.07661"
"159.800","13.317","37012.13","0.17307","0.07668"
"159.900","13.325","37012.27","0.17322","0.07674"
"160.000","13.334","37017.93","0.17338","0.07680"
"160.100","13.342","37011.18","0.17354","0.07687"
"160.200","13.350","37012.96","0.17370","0.07693"
"160.300","13.358","37011.55","0.17385","0.07699"
"160.400","13.367","37016.45","0.17401","0.07706"
"160.500","13.375","37017.67","0.17417","0.07712"
"160.600","13.383","37009.57","0.17433","0.07718"
"160.700","13.392","37010.78","0.17448","0.07724"
"160.800","13.400","37018.02","0.17464","0.07731"
"160.900","13.409","37016.74","0.17480","0.07737"
"161.000","13.417","37013.72","0.17496","0.07743"
"161.100","13.425","37016.89","0.17512","0.07750"
"161.200","13.434","37017.35","0.17528","0.07756"
"161.300","13.442","37014.72","0.17544","0.07762"
"161.400","13.450","37019.73","0.17560","0.07769"
"161.500","13.459","37021.23","0.17575","0.07775"
"161.600","13.467","37015.61","0.17591","0.07781"
"161.700","13.475","37019.84","0.17607","0.07787"
"161.800","13.483","37016.10","0.17623","0.07794"
"161.900","13.492","37020.75","0.17639","0.07800"
"162.000","13.500","37021.15","0.17655","0.07806"
"162.100","13.509","37015.96","0.17671","0.07812"
"162.200","13.517","37015.48","0.17687","0.07818"
"162.300","13.525","37014.41","0.17704","0.07824"
"162.400","13.534","37016.30","0.17720","0.07830"
"162.500","13.542","37014.66","0.17735","0.07837"
"162.600","13.550","37010.16","0.17751","0.07842"
"162.700","13.559","37013.97","0.17767","0.07847"
"162.800","13.567","37010.96","0.17783","0.07853"
"162.900","13.575","37013.66","0.17798","0.07859"
"163.000","13.584","37013.55","0.17815","0.07866"
"163.100","13.592","37017.57","0.17831","0.07872"
"163.200","13.600","37013.57","0.17847","0.07878"
"163.300","13.609","37015.18","0.17863","0.07884"
"163.400","13.617","37016.99","0.17880","0.07891"
"163.500","13.625","37027.58","0.17896","0.07897"
"163.600","13.634","37023.11","0.17912","0.07903"
"163.700","13.642","37016.33","0.17928","0.07909"
